PlayerName,NumSeasons,AvgPER,CareerPoints,Gender
Charles Barkley*,16,24.19,23757,M
Cory Blackwell,1,6.4,202,M
Sam Bowie,10,14.03,5564,M
Frank Brickowski,16,12.46,8413,M
Tony Brown,13,8.71,2645,M
Steve Burtt,4,12.38,584,M
Michael Cage,15,13.35,8278,M
Tony Campbell,13,13.08,8549,M
Rick Carlisle,5,3.9,422,M
Antoine Carr,18,13.53,10125,M
Ron Cavenall,2,5.75,84,M
Steve Colter,12,12.03,4227,M
Devin Durrant,2,6.85,317,M
Kenton Edelin,1,3.3,11,M
Kenny Fields,6,11.9,1534,M
Vern Fleming,12,14.73,10125,M
Lancaster Gordon,4,8.82,1125,M
Butch Graves,1,-0.8,5,M
Stuart Gray,9,7.3,1022,M
Mike Holton,8,8.3,2199,M
Jay Humphries,15,10.95,9475,M
Ralph Jackson,1,15.6,2,M
Earl Jones,2,-4.5,13,M
Ozell Jones,2,2.15,245,M
Michael Jordan*,15,27.37,32292,M
Jerome Kersey,17,14.21,11825,M
Tim McCormick,10,11.67,4871,M
Jay Murphy,4,6.9,160,M
Hakeem Olajuwon*,18,22.91,26946,M
Sam Perkins,19,15.29,16360,M
Jim Petersen,8,10.2,3397,M
Gary Plummer,2,8.05,531,M
David Pope,2,5.65,62,M
Alvin Robertson,12,16.17,11500,M
Wayne Sappleton,1,7.7,96,M
Tom Scheffler,1,6.9,52,M
John Schweitz,2,-7.25,57,M
Tom Sewell,1,-2.7,20,M
Charlie Sitton,1,8.0,91,M
Tom Sluby,1,12.2,73,M
Terence Stansbury,3,9.83,1200,M
John Stockton*,19,21.47,19711,M
Peter Thibeaux,2,10.6,462,M
Bernard Thompson,5,9.0,1078,M
Otis Thorpe,21,15.25,19289,M
Jeff Turner,10,8.06,3697,M
Melvin Turpin,5,13.82,3071,M
Willie White,2,12.8,302,M
Eddie Lee,6,11.38,1534,M
Dale Wilkinson,3,-3.9,28,M
Guy Williams,2,11.6,68,M
Kevin Willis,27,14.46,19923,M
Othell Wilson,2,11.45,535,M
Leon Wood,10,14.19,2674,M
Danny Young,12,11.18,2902,M
Michael Young,3,-3.47,223,M
Michael Adams,11,15.8,9621,M
John Battle,10,13.1,5338,M
Benoit Benjamin,21,12.92,11268,M
Uwe Blab,7,6.09,603,M
Manute Bol,13,8.05,1607,M
Mike Brittain,2,5.85,63,M
Terry Catledge,8,13.41,6520,M
Lorenzo Charles,1,11.5,122,M
Fred Cofield,2,6.05,169,M
David Cooke,1,6.7,9,M
Tyrone Corbin,24,11.77,11988,M
Ron Crevier,3,-31.57,0,M
Jeff Cross,1,1.5,26,M
Joe Dumars*,14,15.16,16401,M
Patrick Ewing*,17,20.43,24815,M
Georgi Glouchkov,1,5.7,239,M
A.C. Green,18,13.87,12928,M
Ken Green,1,19.3,31,M
Kenny Green,4,8.15,466,M
Claude Gregory,2,17.9,136,M
Steve Harris,7,13.11,1975,M
Jerome Henderson,2,17.65,16,M
Carl Henry,1,12.5,78,M
Alfredrick Hughes,1,8.2,356,M
Ken Johnson,2,7.7,295,M
Yvon Joseph,1,12.8,2,M
Harold Keeling,1,16.1,44,M
Joe Kleine,20,9.18,5318,M
Jon Koncak,11,9.81,3520,M
Keith Lee,3,12.2,1114,M
Karl Malone*,19,23.64,36928,M
Bill Martin,3,7.8,397,M
Brian Martin,3,-0.7,12,M
Dwayne McClain,1,8.3,157,M
Xavier McDaniel,14,14.96,14979,M
Ben McDonald,4,8.72,1061,M
Chris McNealy,3,10.03,466,M
Dirk Minniefield,7,10.07,1957,M
Perry Moss,4,8.88,840,M
Chris Mullin*,16,17.79,17911,M
Charles Oakley,19,12.73,12417,M
Michael Phelps,3,12.43,470,M
Ed Pinckney,16,14.44,6774,M
Terry Porter,17,16.69,15586,M
Blair Rasmussen,8,11.99,5119,M
Jerry Reynolds,8,14.54,4036,M
Derrick Rowland,1,7.0,3,M
Detlef Schrempf,18,16.19,16589,M
Carey Scurry,5,14.14,987,M
Mike Smrek,9,6.92,578,M
Alex Stivrins,6,3.25,85,M
Greg Stokes,2,1.2,130,M
Bob Thornton,10,4.32,1008,M
Wayman Tisdale,14,15.65,14259,M
Sedric Toney,9,3.64,753,M
Nick Vanos,2,6.25,222,M
Sam Vincent,9,13.8,3679,M
Spud Webb,14,14.34,8616,M
Bill Wennington,13,10.62,3301,M
Gerald Wilkins,13,10.18,11736,M
Pete Williams,2,6.9,153,M
Voise Winters,1,-5.6,6,M
Rafael Addison,6,10.45,2186,M
Mark Alarie,5,12.56,2432,M
William Bedford,6,8.83,964,M
Walter Berry,7,17.2,4492,M
Joe Binion,1,12.0,14,M
Adrian Branch,4,15.45,834,M
Mike Brown,11,9.05,3130,M
Ben Coleman,7,12.11,2087,M
Dell Curry,16,15.68,12670,M
Brad Daugherty,8,18.7,10389,M
Johnny Dawkins,9,15.27,5984,M
Bruce Douglas,1,5.7,14,M
Greg Dreiling,10,7.48,1014,M
Kevin Duckworth,13,9.75,8437,M
Dave Feitl,5,9.96,1192,M
Kenny Gattison,9,10.54,3923,M
Grant Gondrezick,2,11.35,454,M
Ron Harper,17,15.94,14708,M
Cedric Henderson,8,12.14,1907,M
Kevin Henderson,4,6.9,122,M
Conner Henry,7,8.67,610,M
Jeff Hornacek,16,17.4,16933,M
Myron Jackson,1,10.6,11,M
Buck Johnson,7,11.94,4617,M
Steffond Johnson,1,4.7,74,M
Anthony Jones,7,10.59,993,M
Tim Kempton,12,3.77,1302,M
Curtis Kitchen,1,18.5,9,M
Larry Krystkowiak,9,12.73,3425,M
Jim Lampley,1,8.3,3,M
Fernando Martin,1,-0.9,22,M
Maurice Martin,2,9.3,204,M
Forrest McKenzie,1,-2.2,17,M
Nate McMillan,12,14.22,4733,M
Cozell McQueen,1,58.3,6,M
Pete Myers,15,10.45,2419,M
Johnny Newman,18,12.78,13572,M
Dennis Nutt,1,20.0,57,M
Chuck Person,13,12.62,13858,M
Dwayne Polee,1,-11.4,2,M
Harold Pressley,4,13.48,2702,M
Mark Price,12,18.51,10989,M
Dennis Rodman*,14,13.96,6683,M
Johnny Rogers,2,9.0,251,M
Ron Rowan,1,22.2,12,M
John Salley,13,11.86,5413,M
Brad Sellers,8,10.24,2773,M
McKinley Singleton,1,13.3,4,M
Scott Skiles,10,12.66,6652,M
Clinton Smith,2,9.35,134,M
Keith Smith,1,6.0,138,M
Otis Smith,8,14.29,4792,M
Roy Tarpley,6,19.38,3533,M
Billy Thompson,6,8.57,2566,M
Andre Turner,8,5.42,793,M
Kenny Walker,7,11.1,3128,M
Chris Washburn,4,9.2,312,M
Pearl Washington,3,12.53,1660,M
John Williams,8,13.26,4406,M
David Wingate,15,9.99,4166,M
Brad Wright,2,-6.75,54,M
Perry Young,3,3.13,26,M
Mark Acres,8,7.9,1407,M
Steve Alford,6,13.67,1110,M
Greg Anderson,13,12.62,5245,M
Joe Arlauckas,1,7.9,34,M
Vincent Askew,14,9.46,3961,M
Nate Blackwell,1,6.1,37,M
Muggsy Bogues,16,13.8,7205,M
Norris Coleman,1,6.6,153,M
Dallas Comegys,2,10.7,856,M
Winston Crite,2,-5.25,87,M
Billy Donovan,1,8.7,105,M
Chris Dudley,18,9.04,3823,M
Jim Farmer,7,8.57,970,M
Tellis Frank,5,10.4,1710,M
Kevin Gamble,12,11.59,6540,M
Winston Garland,9,11.74,5373,M
Armen Gilliam,17,16.09,15213,M
Horace Grant,17,15.49,12996,M
Dave Henderson,1,6.7,126,M
Dave Hoppen,10,9.84,1123,M
Dennis Hopson,7,12.54,4376,M
Eddie Hughes,3,9.5,296,M
Mark Jackson,21,15.5,13932,M
Michael Jackson,3,7.53,188,M
Kannard Johnson,1,-4.6,2,M
Kevin Johnson,14,19.44,13859,M
Bart Kofoed,5,6.2,162,M
Ralph Lewis,5,6.96,239,M
Reggie Lewis,6,16.7,7902,M
Brad Lohaus,17,11.07,5285,M
Derrick McKey,15,12.97,10266,M
Reggie Miller*,18,18.19,25279,M
Andre Moore,3,10.83,48,M
Ron Moore,3,1.77,48,M
Ronnie Murphy,1,2.9,36,M
Tod Murphy,7,9.94,1064,M
Martin Nessley,3,2.67,96,M
Ken Norman,10,13.25,8717,M
Scottie Pippen*,17,17.94,18940,M
Olden Polynice,19,12.0,9832,M
Richard Rellford,1,11.6,16,M
Scott Roth,5,8.46,932,M
Brian Rowsom,3,12.5,457,M
Kenny Smith,15,13.86,10640,M
John Stroeder,4,-0.05,86,M
Mark Wade,2,12.9,8,M
Milt Wagner,2,10.8,215,M
Jamie Waller,1,7.1,42,M
Duane Washington,2,7.0,54,M
Chris Welp,5,7.02,424,M
Clinton Wheeler,4,12.9,359,M
Eric White,4,2.83,494,M
Tony White,4,5.6,522,M
Reggie Williams,24,12.2,10493,M
Nikita Wilson,1,2.3,19,M
Ricky Wilson,3,12.23,250,M
Rickie Winslow,1,-3.4,7,M
Joe Wolf,15,5.33,2829,M
Phil Zevenbergen,1,13.7,30,M
Randy Allen,2,7.65,252,M
Michael Anderson,1,10.5,204,M
Willie Anderson,11,12.44,7513,M
Ricky Berry,1,13.1,706,M
Anthony Bowie,8,11.48,2945,M
Scott Brooks,12,14.6,3658,M
Mark Bryant,18,7.89,4326,M
Greg Butler,3,1.0,76,M
Mike Champion,1,-43.7,0,M
Rex Chapman,14,13.02,10001,M
Derrick Chievous,5,11.36,1379,M
Mark Davis,8,9.8,1515,M
Vinny Del,14,12.39,7292,M
Fennis Dembo,1,7.8,36,M
Ledell Eackles,7,13.5,4783,M
Kevin Edwards,13,11.76,6746,M
Wayne Englestad,1,12.4,28,M
Rolando Ferreira,1,-7.6,9,M
Duane Ferrell,11,10.49,3704,M
Anthony Frederick,3,12.03,718,M
Corey Gaines,5,12.28,248,M
Tom Garrick,7,10.69,1496,M
Ben Gillery,1,5.0,25,M
Orlando Graham,1,6.7,8,M
Ron Grandison,7,12.5,319,M
Gary Grant,13,14.08,4368,M
Harvey Grant,11,11.75,7781,M
Sylvester Gray,1,11.2,440,M
Jeff Grayer,11,8.28,3267,M
Jack Haley,11,9.78,1541,M
Hersey Hawkins,13,15.89,14470,M
Tito Horford,3,3.5,93,M
Avery Johnson,22,13.61,10058,M
Bill Jones,1,13.9,129,M
Shelton Jones,4,13.78,488,M
Steve Kerr,17,12.48,5571,M
Randolph Keys,7,9.66,1963,M
Jerome Lane,8,12.16,1191,M
Andrew Lang,14,11.19,5263,M
Eric Leckner,12,7.1,2193,M
Jim Les,9,8.01,1233,M
Rob Lock,1,5.3,30,M
Grant Long,17,12.21,10457,M
Dan Majerle,14,13.25,10925,M
Danny Manning,17,16.11,13770,M
Vernon Maxwell,19,11.46,12118,M
Todd Mitchell,3,3.83,246,M
Chris Morris,11,14.83,8184,M
Richard Morton,1,12.9,6,M
Craig Neal,4,6.77,272,M
Jose Ortiz,2,12.05,183,M
Will Perdue,13,12.85,3740,M
Tim Perry,10,12.0,3354,M
Dave Popson,5,7.28,110,M
Dominic Pressley,3,4.07,46,M
Mitch Richmond*,14,16.97,20497,M
Ramon Rivas,1,9.3,40,M
David Rivers,3,9.1,383,M
Rob Rose,1,5.0,0,M
Jim Rowinski,4,16.75,64,M
Rony Seikaly,13,13.61,10737,M
Charles Shackleford,6,13.57,1625,M
John Shasky,3,8.77,517,M
Brian Shaw,18,10.1,7414,M
Keith Smart,1,0.0,2,M
Charles Smith,23,9.41,9830,M
Rik Smits,12,17.84,12871,M
John Starks,15,13.2,11344,M
Everette Stephens,2,25.35,71,M
Rod Strickland,23,16.39,16211,M
Barry Sumpter,1,-30.2,0,M
Anthony Taylor,1,11.1,144,M
Tom Tolbert,7,9.01,2030,M
Kelvin Upshaw,8,10.26,1028,M
Morlon Wiley,16,9.91,1703,M
Micheal Williams,12,11.12,4689,M
David Wood,10,7.7,1810,M
Nick Anderson,13,14.34,11529,M
Michael Ansley,5,12.14,1047,M
B.J. Armstrong,15,13.38,7686,M
Dana Barros,14,15.86,8901,M
Kenny Battle,8,13.81,998,M
Winston Bennett,5,12.34,843,M
Mookie Blaylock,13,15.99,11962,M
Chucky Brown,21,10.98,4915,M
Raymond Brown,1,-0.9,16,M
Stanley Brundy,1,10.1,37,M
Torgeir Bryn,1,9.1,4,M
Steve Bucknall,1,0.0,23,M
Adrian Caldwell,8,6.79,491,M
Lanard Copeland,2,7.0,90,M
Terry Davis,10,10.03,3061,M
Byron Dinkins,4,6.97,187,M
Vlade Divac,16,17.21,13398,M
Sherman Douglas,16,14.14,9623,M
Terry Dozier,1,5.1,22,M
Blue Edwards,12,12.3,8044,M
Jay Edwards,1,7.8,7,M
Sean Elliott,12,13.13,10544,M
Pervis Ellison,11,12.06,4494,M
Derrick Gervin,2,18.1,676,M
Greg Grant,11,8.99,1075,M
Scott Haffner,2,9.1,213,M
Tom Hammonds,14,9.62,3865,M
Tim Hardaway,21,16.72,20339,M
Mike Higgins,4,8.85,44,M
Ed Horton,1,14.5,202,M
Byron Irvin,3,14.2,451,M
Jaren Jackson,12,9.47,2370,M
Eric Johnson,1,4.6,54,M
Nate Johnston,3,15.5,92,M
Shawn Kemp,14,18.35,15347,M
Stan Kimbrough,2,10.15,21,M
Stacey King,12,10.33,3228,M
Frank Kornet,2,6.15,171,M
Jeff Lebo,1,5.8,6,M
Tim Legler,12,9.06,2471,M
Gary Leonard,3,15.77,44,M
Clifford Lett,2,-1.05,38,M
Todd Lichti,8,13.4,1928,M
Roy Marble,2,1.0,55,M
Sarunas Marciulionis*,7,15.71,4631,M
Jeff Martin,2,9.35,956,M
Anthony Mason,13,13.82,9656,M
Bob McCann,5,6.48,739,M
Mel McCants,1,5.1,22,M
George McCloud,14,12.17,7583,M
Carlton McKinney,2,-4.2,22,M
Scott Meents,2,10.65,72,M
Sam Mitchell,13,12.19,8636,M
Mike Morrison,1,4.2,72,M
John Morton,5,9.0,715,M
Dyron Nix,1,8.2,39,M
Zarko Paspalj,1,4.3,72,M
Kenny Payne,4,11.07,508,M
Drazen Petrovic*,6,16.22,5084,M
Brian Quinnett,5,7.96,589,M
J.R. Reid,17,12.24,7256,M
Glen Rice,17,13.31,18379,M
Pooh Richardson,10,13.9,7083,M
Clifford Robinson,20,13.59,20124,M
David Robinson*,14,26.05,20790,M
Doug Roth,1,8.2,81,M
Donald Royal,13,9.97,3458,M
Delaney Rudd,4,8.03,816,M
Jeff Sanders,4,7.95,112,M
Dexter Shouse,1,-6.8,0,M
Michael Smith,12,13.98,3476,M
Jay Taylor,1,9.5,51,M
Leonard Taylor,1,3.8,11,M
Henry Turner,2,13.4,224,M
Gary Voce,1,19.2,2,M
Alexander Volkov,2,13.7,1019,M
Doug West,12,9.98,6477,M
Randy White,5,10.74,2083,M
Mike Williams,3,-0.57,30,M
Haywoode Workman,10,12.75,2053,M
Alaa Abdelnaby,9,9.83,2299,M
Mahmoud Abdul-Rauf,9,14.88,8553,M
Keith Askins,9,8.9,1852,M
Milos Babic,2,12.15,37,M
Cedric Ball,1,10.8,8,M
Lance Blanks,3,9.27,289,M
Anthony Bonner,6,11.45,2199,M
Dee Brown,18,10.78,7602,M
Jud Buechler,17,10.65,2566,M
Matt Bullard,11,11.74,3270,M
Willie Burton,8,11.92,3243,M
Rick Calloway,1,6.6,205,M
Elden Campbell,21,13.96,11884,M
Duane Causwell,11,10.71,2648,M
Cedric Ceballos,17,17.55,10219,M
Richard Coffey,1,7.9,68,M
Derrick Coleman,15,15.88,12884,M
Bimbo Coles,18,10.57,7674,M
Anthony Cook,6,8.17,480,M
Tony Dawson,2,10.95,17,M
Mario Elie,13,11.82,6502,M
A.J. English,2,11.55,1502,M
Danny Ferry,13,11.28,6439,M
Greg Foster,17,9.32,3048,M
Tate George,4,8.05,736,M
Kendall Gill,17,14.11,13570,M
Gerald Glass,8,10.94,1895,M
Dan Godfread,2,10.15,13,M
Jim Grandholm,1,16.5,79,M
Tony Harris,3,9.17,68,M
Steve Henson,7,10.77,739,M
Sean Higgins,8,6.81,1666,M
Tyrone Hill,18,12.72,8169,M
Dave Jamerson,5,0.6,308,M
Henry James,9,13.0,1359,M
Les Jepsen,2,8.9,53,M
Alec Kessler,4,10.48,1084,M
Bo Kimble,3,8.8,574,M
Negele Knight,10,9.47,2493,M
Kurk Lee,1,5.6,66,M
Marcus Liberty,6,11.88,2051,M
Ian Lockhart,1,76.3,4,M
Tony Massenburg,19,9.27,4806,M
Travis Mays,3,10.33,1273,M
Terry Mills,13,12.45,7490,M
Chris Munk,1,14.5,13,M
Jerrod Mustaf,4,10.92,721,M
Dan O'Sullivan,6,16.02,89,M
Alan Ogg,5,22.08,188,M
Brian Oliver,4,6.67,389,M
Gerald Paddio,6,8.62,768,M
Walter Palmer,2,10.65,100,M
Gary Payton*,19,18.54,23447,M
Kevin Pritchard,6,10.37,384,M
Larry Robinson,11,2.46,738,M
Rumeal Robinson,11,9.74,2853,M
Steve Scheffler,9,14.86,352,M
Dwayne Schintzius,8,8.74,587,M
Dennis Scott,14,12.25,9216,M
Lionel Simmons,7,13.31,5833,M
Tony Smith,11,10.41,2802,M
Felton Spencer,14,10.66,3726,M
Irving Thomas,1,7.3,46,M
Andy Toolson,2,6.4,159,M
Loy Vaught,13,13.59,7152,M
Stojko Vrankovic,5,10.04,473,M
Jayson Williams,9,13.31,3472,M
Kenny Williams,4,15.95,1247,M
Scott Williams,19,11.88,4037,M
Trevor Wilson,6,11.55,1057,M
Kennard Winchester,5,11.56,452,M
Howard Wright,5,17.2,116,M
A.J. Wynder,1,7.6,12,M
Victor Alexander,5,12.84,2542,M
Kenny Anderson,22,14.83,13160,M
Greg Anthony,13,14.05,5971,M
Stacey Augmon,17,12.26,8269,M
Isaac Austin,11,12.88,4340,M
Steve Bardo,3,16.13,73,M
David Benoit,9,11.53,3875,M
Terrell Brandon,13,19.22,10495,M
Kevin Brooks,3,7.97,417,M
Myron Brown,1,14.7,9,M
Randy Brown,12,10.17,3148,M
Demetrius Calip,1,1.8,11,M
Pete Chilcutt,14,10.84,3064,M
Marty Conlon,11,11.89,2687,M
Tom Copa,1,10.7,48,M
Chris Corchiani,5,14.28,460,M
Corey Crowder,2,2.95,120,M
Dale Davis,18,14.56,8990,M
Bison Dele,8,15.63,4536,M
Patrick Eddie,1,-8.8,4,M
LeRon Ellis,3,7.9,277,M
Rick Fox,13,13.35,8966,M
Chris Gatling,19,17.09,10200,M
Paul Graham,3,13.5,1499,M
Sean Green,5,5.16,501,M
Carl Herrera,10,8.15,2546,M
Donald Hodge,7,9.06,1200,M
Brian Howard,2,11.35,570,M
Cedric Hunter,1,0.0,0,M
Mike Iuzzolino,2,13.0,1096,M
Rich King,4,2.97,135,M
Doug Lee,3,9.43,168,M
Luc Longley,12,11.6,4618,M
Kevin Lynch,2,7.65,310,M
Mark Macon,8,7.35,1848,M
Tharon Mayes,3,5.83,198,M
Rodney Monroe,1,8.8,131,M
Tracy Moore,5,16.64,833,M
Eric Murdock,11,15.69,5765,M
Dikembe Mutombo*,20,16.33,12478,M
Jimmy Oliver,5,9.46,331,M
Billy Owens,14,13.3,8208,M
Keith Owens,1,10.3,26,M
Robert Pack,15,13.87,5692,M
Elliot Perry,16,12.13,3820,M
Bobby Phills,9,13.63,5153,M
Mark Randall,8,8.18,600,M
Stanley Roberts,8,11.38,2555,M
Doug Smith,5,10.18,2356,M
LaBradford Smith,5,13.68,1550,M
Steve Smith,18,15.25,15049,M
Larry Stewart,5,12.66,2005,M
Derek Strong,10,12.58,3088,M
Lamont Strothers,2,5.85,60,M
Greg Sutton,5,10.1,1013,M
Carl Thomas,6,12.43,329,M
Charles Thomas,1,6.1,48,M
Stephen Thompson,3,7.17,62,M
John Turner,1,7.8,117,M
Joao Vianna,1,1.0,2,M
Eric Anderson,2,13.25,42,M
Anthony Avent,8,7.66,2347,M
Jon Barry,16,13.69,5170,M
Tony Bennett,3,8.13,538,M
Alex Blackwell,1,8.2,34,M
Ricky Blanton,1,19.3,6,M
Walter Bond,5,8.64,980,M
Dexter Cambridge,1,12.1,370,M
Doug Christie,19,11.94,10061,M
Duane Cooper,2,7.75,204,M
Joe Courtney,10,8.33,490,M
John Crotty,13,14.24,2062,M
Radisav Curcic,1,13.5,58,M
Lloyd Daniels,9,7.63,1717,M
Hubert Davis,16,8.45,6111,M
Todd Day,10,13.16,6839,M
Richard Dumas,3,15.1,1080,M
Pat Durham,2,7.55,323,M
LaPhonso Ellis,11,13.83,7410,M
Matt Geiger,10,13.1,5059,M
Litterial Green,5,4.76,423,M
Tom Gugliotta,20,13.69,11271,M
Jay Guidinger,2,10.0,98,M
Robert Horry,18,13.17,8138,M
Byron Houston,4,11.25,835,M
Stephen Howard,6,14.98,512,M
Jim Jackson,24,11.8,16594,M
Keith Jennings,3,16.43,1090,M
Dave Johnson,2,6.95,204,M
Thomas Jordan,1,6.9,44,M
Adam Keefe,9,12.24,3107,M
Christian Laettner,17,16.68,13066,M
Sam Mack,9,11.88,2483,M
Don MacLean,9,11.27,3490,M
Marlon Maxey,2,15.6,479,M
Lee Mayberry,7,9.73,2546,M
Oliver Miller,11,14.11,3919,M
Harold Miner,4,11.1,1801,M
Isaiah Morris,1,10.6,55,M
Alonzo Mourning*,17,19.8,14593,M
Tracy Murray,16,11.58,6458,M
Melvin Newbern,1,11.5,119,M
Shaquille O'Neal*,21,24.73,29428,M
Matt Othick,1,5.9,8,M
Doug Overton,19,8.81,2694,M
Anthony Peeler,15,13.13,8486,M
Brent Price,9,11.49,2481,M
Anthony Pullard,1,9.2,17,M
Sean Rooks,16,11.09,5241,M
Malik Sealy,8,13.16,4955,M
Chris Smith,4,8.12,1140,M
Reggie Smith,2,8.5,99,M
Andre Spencer,6,10.25,692,M
Elmore Spencer,7,3.13,937,M
Latrell Sprewell,13,15.12,16712,M
Barry Stevens,1,15.2,2,M
Bryant Stith,10,12.29,5946,M
Gundars Vetra,1,13.6,45,M
Clarence Weatherspoon,17,14.84,11480,M
Marcus Webb,1,20.1,39,M
Robert Werdann,3,10.0,101,M
Corey Williams,2,8.65,92,M
Lorenzo Williams,13,9.87,903,M
Walt Williams,15,14.14,9988,M
Randy Woods,4,11.38,356,M
Gary Alexander,3,6.7,38,M
Vin Baker,17,11.42,12405,M
Corie Blount,17,10.57,2945,M
Shawn Bradley,16,15.69,8657,M
P.J. Brown,15,13.77,9870,M
Evers Burns,1,9.7,56,M
Scott Burrell,10,12.45,2941,M
Mitchell Butler,8,9.44,1868,M
Sam Cassell,22,18.79,17345,M
Calbert Cheaney,13,9.85,7826,M
Michael Curry,13,6.77,3197,M
Antonio Davis,17,12.73,9965,M
Brian Davis,1,9.2,131,M
Terry Dehere,8,11.09,3318,M
Dell Demps,3,7.83,59,M
Acie Earl,6,11.53,1168,M
Bill Edwards,1,-0.4,6,M
Doug Edwards,3,9.0,203,M
Harold Ellis,3,16.57,840,M
Alphonso Ford,2,14.65,35,M
Chad Gallagher,1,66.8,6,M
Andrew Gaze,2,9.5,43,M
Ricky Grace,1,10.8,4,M
Greg Graham,7,10.06,1178,M
Josh Grant,1,11.7,157,M
Andres Guibert,2,7.2,60,M
Geert Hammink,5,14.22,22,M
Anfernee Hardaway,16,14.63,11383,M
Lucious Harris,12,12.43,5784,M
Antonio Harvey,10,10.61,757,M
Scott Haskin,1,11.3,55,M
Skeeter Henry,1,5.6,4,M
Allan Houston,12,14.45,14551,M
Lindsey Hunter,17,10.45,7956,M
Bobby Hurley,7,8.59,1282,M
Stanley Jackson,1,17.8,38,M
Chris Jent,2,13.5,37,M
Ervin Johnson,13,11.15,3473,M
Popeye Jones,11,10.75,3726,M
Adonis Jordan,2,12.25,21,M
Reggie Jordan,8,15.34,540,M
Warren Kidd,1,11.3,247,M
Chris King,3,7.33,693,M
Toni Kukoc,17,17.09,11361,M
George Lynch,12,12.54,5109,M
Malcolm Mackey,1,12.6,32,M
Gerald Madkins,3,7.43,80,M
Bob Martin,2,5.1,113,M
Jamal Mashburn,13,14.94,12466,M
Darnell Mee,2,10.8,76,M
Chris Mills,10,13.0,6357,M
Darren Morningstar,3,12.37,192,M
Gheorghe Muresan,6,-1.05,3020,M
Bo Outlaw,17,12.81,5346,M
Mike Peplowski,5,8.26,201,M
Richard Petruska,1,12.3,53,M
Dino Radja,4,16.67,3733,M
Isaiah Rider,9,14.66,9405,M
Eric Riley,5,12.62,574,M
James Robinson,9,10.32,3065,M
Rodney Rogers,16,13.89,10829,M
Bryon Russell,13,12.36,6663,M
Kevin Thompson,1,4.9,13,M
Keith Tower,4,1.85,98,M
Nick Van,15,15.7,13980,M
Rex Walters,11,11.48,1813,M
Chris Webber,19,19.29,19172,M
Matt Wenstrom,1,15.6,18,M
David Wesley,16,13.38,12790,M
Chris Whitney,13,11.54,4093,M
Aaron Williams,20,11.12,4618,M
Luther Wright,1,-0.4,19,M
Derrick Alston,3,4.8,751,M
Darrell Armstrong,16,17.14,7976,M
Sergei Bazarevich,1,13.6,30,M
Elmer Bennett,5,13.72,70,M
James Blackwell,3,12.2,36,M
Tim Breaux,3,8.9,299,M
Chris Childs,11,10.18,4072,M
Bill Curley,9,6.33,533,M
Yinka Dare,4,-4.02,233,M
Tony Dumas,6,7.0,1226,M
Howard Eisley,18,9.93,5797,M
Matt Fish,7,8.93,231,M
Brian Grant,12,14.08,7933,M
Darrin Hancock,6,11.45,509,M
Jerome Harmon,1,10.1,46,M
Grant Hill,18,17.92,17137,M
Tom Hovasse,1,0.2,0,M
Juwan Howard,25,13.1,18979,M
Askia Jones,1,8.3,45,M
Eddie Jones,18,15.9,15428,M
Jason Kidd,23,17.59,18992,M
Antonio Lang,8,9.56,335,M
Ryan Lorthridge,1,12.9,272,M
Donyell Marshall,21,15.33,12925,M
Darrick Martin,15,9.82,3940,M
Jim McIlvaine,7,9.43,1072,M
Aaron McKie,17,11.45,6636,M
Anthony Miller,11,7.02,512,M
Greg Minor,5,12.68,1902,M
Eric Mobley,5,8.78,628,M
Eric Montross,14,7.65,2668,M
Dwayne Morton,1,11.0,167,M
Lamond Murray,11,13.46,8286,M
Ivano Newbill,3,7.2,198,M
Julius Nwosu,1,6.8,31,M
Wesley Person,16,12.96,8794,M
Derrick Phelps,1,-17.3,0,M
Eric Piatkowski,14,12.56,5919,M
Eldridge Recasner,10,8.49,1737,M
Khalid Reeves,10,10.95,2962,M
Glenn Robinson,16,15.04,14970,M
Carlos Rogers,10,15.1,2308,M
Jalen Rose,19,14.73,16825,M
Clifford Rozier,6,7.07,1016,M
Trevor Ruffin,2,15.15,1011,M
Dickey Simpkins,9,9.99,1520,M
Reggie Slater,13,13.89,1502,M
Mark Strickland,10,13.53,1533,M
Aaron Swinson,1,11.7,24,M
Zan Tabak,8,11.12,1540,M
Brooks Thompson,8,9.93,1264,M
Anthony Tucker,1,9.2,243,M
B.J. Tyler,1,8.5,195,M
Fred Vinson,2,-2.75,17,M
Charlie Ward,13,12.13,4371,M
Jamie Watson,6,8.33,401,M
Monty Williams,11,9.52,2952,M
Dontonio Wingfield,4,7.45,423,M
Sharone Wright,6,13.17,2638,M
Cory Alexander,9,11.33,2165,M
Jerome Allen,4,8.53,564,M
John Amaechi,5,6.7,1837,M
Ashraf Amaya,2,10.3,379,M
Brent Barry,16,15.01,9119,M
Corey Beck,5,8.5,286,M
Mario Bennett,4,5.22,269,M
Travis Best,12,13.48,5957,M
Melvin Booker,4,4.85,288,M
Donnie Boyce,2,12.35,79,M
Marques Bragg,1,9.8,131,M
Junior Burrough,1,9.0,189,M
Jason Caffey,10,12.19,3951,M
Chris Carr,10,11.57,2726,M
Randolph Childress,4,4.65,163,M
Robert Churchwell,1,1.2,6,M
Charles Claxton,1,0.2,2,M
John Coker,3,14.7,41,M
Rastko Cvetkovic,1,2.1,10,M
Sasha Danilovic,4,12.38,1659,M
Andrew DeClercq,12,11.88,3186,M
