PlayerName,NumSeasons,AvgPER,CareerPoints,Gender
Andrew Harrison,1,8.7,425,M
Juan Hernangomez,1,13.3,305,M
Willy Hernangomez,1,18.9,587,M
Buddy Hield,3,12.2,1732,M
Danuel House,1,12.2,0,M
Brandon Ingram,1,8.5,740,M
Demetrius Jackson,1,30.8,10,M
Pierre Jackson,1,13.0,35,M
Brice Johnson,1,17.2,4,M
Damian Jones,1,5.3,19,M
Derrick Jones,1,12.0,168,M
Mindaugas Kuzminskas,1,12.4,425,M
Skal Labissiere,1,16.8,289,M
Nicolas Laprovittola,1,8.4,59,M
Jake Layman,1,4.9,78,M
Caris LeVert,1,12.2,468,M
Shawn Long,1,24.1,148,M
Timothe Luwawu-Cabarrot,1,8.5,445,M
Thon Maker,1,14.0,226,M
Patrick McCaw,1,8.6,282,M
Sheldon McClellan,1,10.1,90,M
Rodney McGruder,1,9.1,497,M
Dejounte Murray,1,9.6,130,M
Jamal Murray,1,11.9,811,M
Maurice Ndour,1,11.3,98,M
Georges Niang,1,0.1,21,M
David Nwaba,1,12.1,120,M
Daniel Ochefu,1,6.6,24,M
Chinanu Onuaku,1,12.3,14,M
Georgios Papagiannis,1,12.7,124,M
Gary Payton,1,4.5,20,M
Marshall Plumlee,1,10.9,40,M
Jakob Poeltl,1,12.2,165,M
Alex Poythress,1,13.2,64,M
Tim Quarterman,1,10.2,31,M
Chasson Randle,3,14.53,274,M
Malachi Richardson,1,9.6,79,M
Domantas Sabonis,1,6.9,479,M
Dario Saric,1,12.8,1040,M
Tomas Satoransky,1,8.5,154,M
Wayne Selden,3,7.7,142,M
Pascal Siakam,1,11.5,229,M
Diamond Stone,1,-1.2,10,M
Edy Tavares,3,19.0,16,M
Isaiah Taylor,1,0.3,3,M
Mike Tobey,1,-0.1,2,M
Tyler Ulis,1,13.0,444,M
Jarrod Uthoff,1,13.9,40,M
Denzel Valentine,1,7.3,291,M
Fred VanVleet,1,10.5,107,M
Taurean Waller-Prince,1,9.8,335,M
Okaro White,1,7.5,98,M
Isaiah Whitehead,1,7.5,543,M
Troy Williams,3,9.77,370,M
Kyle Wiltjer,1,6.7,13,M
Stephen Zimmerman,1,7.3,23,M
Paul Zipser,1,6.9,240,M
Ivica Zubac,1,17.0,284,M
Cynthia Cooper,5,27.66,2601,F
Sheryl Swoopes,12,22.12,4875,F
Nneka Ogwumike,11,24.32,5194,F
Lauren Jackson,12,26.62,6005,F
Tamika Catchings,15,25.92,7380,F
Sylvia Fowles,15,25.07,6415,F
Elena Delle Donne,9,28.47,4323,F
Maya Moore,8,24.48,4984,F
Yolanda Griffith,11,24.01,4238,F
Breanna Stewart,6,25.9,3723,F
Candace Parker,15,24.46,6412,F
Katie Smith,15,15.47,6452,F
Diana Taurasi,18,21.4,9693,F
Brandy Reed,4,21.75,1172,F
Cappie Pondexter,13,17.88,6811,F
Jonquel Jones,6,25.15,2657,F
Tina Thompson,17,18.47,7488,F
Lisa Leslie,12,24.26,6263,F
Brittney Griner,9,24.61,4494,F
Cheryl Ford,7,18.41,2116,F
A'ja Wilson,5,24.6,2849,F
Crystal Langhorne,13,16.18,4433,F
Kara Lawson,13,16.12,3679,F
Penny Taylor,13,22.32,4606,F
Lindsay Whalen,15,18.3,5523,F
Natalie Williams,7,20.19,2894,F
Taj McWilliams-Franklin,14,18.78,5013,F
Sophia Young-Malcolm,9,19.49,4300,F
Janeth Arcain,8,15.95,2652,F
Liz Cambage,6,25.35,2634,F
Brionna Jones,6,18.95,1445,F
Seimone Augustus,15,18.39,6005,F
Jennifer Gillom,7,18.0,2898,F
Sue Bird,19,17.25,6803,F
Swin Cash,15,13.61,5119,F
Mwadi Mabika,12,14.69,3572,F
Erika de Souza,12,16.75,3046,F
Alyssa Thomas,9,15.98,2850,F
Chelsea Gray,8,17.11,3073,F
Emma Meesseman,8,20.85,2738,F
Katie Douglas,14,18.2,5560,F
Kristi Toliver,13,15.63,4434,F
Candice Dupree,16,18.04,6895,F
Tina Charles,12,21.02,7115,F
Deanna Nolan,9,16.63,3971,F
Andrea Stinson,9,19.02,3351,F
Jackie Young,4,16.05,1398,F
Jia Perkins,14,16.47,4435,F
DeWanna Bonner,13,19.56,6184,F
Alana Beard,14,14.7,4740,F
Cindy Brown,2,16.5,532,F
Napheesa Collier,4,17.3,1297,F
Epiphanny Prince,13,17.31,3363,F
Nicole Powell,11,14.76,3424,F
Anna DeForge,8,14.56,2413,F
Erlana Larkins,9,15.46,1445,F
Becky Hammon,15,19.35,5839,F
Chiney Ogwumike,6,19.63,1880,F
Elena Baranova,7,18.8,2110,F
Rebekkah Brunson,15,17.56,4147,F
Tiffany Hayes,10,17.3,3828,F
Skylar Diggins-Smith,9,19.19,4217,F
Crystal Robinson,9,14.0,2502,F
Tammy Sutton-Brown,12,16.66,3498,F
Chamique Holdsclaw,11,21.74,4716,F
Shameka Christon,11,13.56,3044,F
Monique Currie,13,16.0,4253,F
Angel McCoughtry,11,23.15,5797,F
Asjha Jones,12,15.47,4004,F
Kelsey Plum,5,15.2,1963,F
Ann Wauters,9,17.74,2174,F
Chasity Melvin,12,16.31,3814,F
DeLisha Milton-Jones,17,14.39,5571,F
Michelle Snow,12,16.45,3358,F
Allison Feaster,9,14.24,2250,F
Sancho Lyttle,15,17.91,3482,F
Natasha Howard,9,17.63,2751,F
Rushia Brown,7,15.6,1239,F
Nicky Anosike,5,15.7,1244,F
Vicky Bullett,6,19.12,2018,F
Merlakia Jones,8,13.99,2353,F
Nykesha Sales,9,18.96,3955,F
Candice Wiggins,8,12.03,1901,F
Latasha Byears,10,17.75,1935,F
Nikki Teasley,7,13.01,1690,F
Janel McCarville,9,16.63,2215,F
Sabrina Ionescu,3,18.33,1033,F
Tamika Whitmore,11,13.41,3363,F
Courtney Vandersloot,12,16.77,3671,F
Vickie Johnson,13,16.15,4245,F
Marlies Askamp,6,16.1,1030,F
Shannon Johnson,11,15.46,3554,F
Sandy Brondello,5,14.94,1760,F
Leilani Mitchell,13,12.39,2618,F
Teresa Weatherspoon,8,12.72,1264,F
Kelly Miller,11,13.17,2559,F
Erin Perperoglou,8,13.55,1232,F
Jewell Loyd,8,17.62,3868,F
Margo Dydek,11,19.54,3220,F
Ukari Figgs,5,13.24,980,F
Renee Montgomery,11,13.9,3534,F
Ariel Atkins,5,17.12,2006,F
LaToya Sanders,7,17.56,879,F
Ruthie Bolton,8,16.0,2183,F
Camille Little,13,12.08,3551,F
Isabelle Fijalkowski,2,19.7,715,F
Michelle Brogan,2,17.55,486,F
Kayla McBride,9,16.09,3707,F
Kim Perrot,2,15.05,415,F
Michele Timms,5,12.12,866,F
Tari Phillips,9,13.01,2136,F
Janice Braxton,3,18.13,733,F
Teaira McCowan,4,22.15,1304,F
Tanisha Wright,14,11.33,3324,F
Courtney Paris,10,15.91,1404,F
Jennifer Azzi,5,13.94,1288,F
Nicole Ohlde,7,13.47,1959,F
Ivory Latta,11,14.27,3447,F
Eva Nemcova,5,15.24,1304,F
Rebecca Lobo,4,12.5,791,F
Jantel Lavender,11,14.63,2775,F
Ruth Riley,13,10.68,2434,F
Riquna Williams,10,15.89,2659,F
Allie Quigley,14,13.95,3786,F
Betty Lennox,12,15.07,3856,F
Rhonda Mapp,6,16.97,1369,F
Murriel Page,11,11.65,2154,F
Kiah Stokes,7,12.47,872,F
Tamika Williams,7,13.64,1330,F
Maria Stepanova,5,19.92,867,F
Kym Hampton,3,17.07,840,F
Ebony Hoffman,11,10.75,1912,F
Sophia Witherspoon,7,15.46,2219,F
Marie Ferdinand-Harris,10,14.33,3001,F
Allisha Gray,6,16.58,2113,F
Alysha Clark,10,12.78,2124,F
Plenette Pierson,14,15.49,4258,F
Tracy Reid,6,11.53,867,F
Shavonte Zellous,12,12.74,3103,F
LaToya Thomas,6,15.02,1390,F
Karima Christmas-Kelly,10,12.79,1919,F
Dearica Hamby,8,15.81,2232,F
Sheri Sam,10,14.35,3353,F
Toni Foster,3,20.2,350,F
Danielle Robinson,11,14.28,2973,F
Courtney Williams,7,15.61,2603,F
Tamecka Dixon,13,13.82,3500,F
Tangela Smith,15,14.91,5046,F
Noelle Quinn,12,9.98,1824,F
Shenise Johnson,8,15.5,1688,F
Kamila Vodichkova,7,15.91,1779,F
Natisha Hiedeman,4,13.02,778,F
Kedra Holland-Corn,7,13.84,1938,F
Debbie Black,6,13.02,758,F
Brianna Turner,4,14.43,676,F
Elizabeth Williams,8,16.2,1995,F
Sugar Rodgers,8,11.26,1733,F
Iziane Castro Marques,11,10.77,2862,F
Lindsey Harding,9,12.32,2647,F
Glory Johnson,8,16.59,2531,F
Lisa Harrison,6,11.92,1125,F
Danielle Adams,6,18.07,1820,F
Tiffani Johnson,6,11.2,849,F
Wendy Palmer,11,16.67,3140,F
Kia Vaughn,13,11.24,2288,F
Ezi Magbegor,3,19.23,659,F
Kayla Thornton,7,12.19,1528,F
Natasha Cloud,7,11.91,1542,F
Monica Lamb,3,12.83,200,F
Rita Williams,6,13.28,1186,F
Elaine Powell,10,11.99,1505,F
Natalie Achonwa,8,16.79,1494,F
Bridget Pettis,8,12.36,1408,F
Adrienne Goodson,7,16.0,2705,F
Ticha Penicheiro,15,13.19,2747,F
Andrea Congreaves,3,14.7,500,F
DeMya Walker,13,11.89,2379,F
Tully Bevilaqua,14,10.9,1766,F
Odyssey Sims,9,13.78,2915,F
Mercedes Russell,4,12.33,592,F
Shakira Austin,1,17.4,312,F
Nakia Sanford,11,10.18,1915,F
Stefanie Dolson,9,14.5,2501,F
Nikki McCray,9,11.21,2550,F
Arike Ogunbowale,4,19.23,2320,F
Shekinna Stricklen,10,11.69,2245,F
Aerial Powers,7,16.97,1744,F
Mery Andrade,5,9.14,588,F
Barbara Turner,4,12.2,609,F
Jessica Davenport,6,16.77,1148,F
Dawn Staley,8,13.99,2228,F
Krystal Thomas,7,8.73,636,F
Armintie Herrington,9,12.52,1708,F
Rhyne Howard,1,16.5,552,F
Kelsey Griffin,5,12.38,801,F
Le'coe Willingham,10,12.69,1552,F
Cheyenne Parker,8,16.45,1717,F
Janell Burse,8,14.5,1580,F
Olympia Scott,10,8.1,1036,F
Jackie Stiles,2,11.65,603,F
Jasmine Thomas,12,11.81,3437,F
Kahleah Copper,7,12.59,2154,F
Loree Moore,5,10.48,926,F
Shalonda Enis,5,15.36,817,F
Erin Phillips,9,13.72,1454,F
Gabby Williams,4,12.35,872,F
Deanna Jackson,5,13.84,830,F
Elena Tornikidou,3,12.47,657,F
Alisa Burras,5,16.52,864,F
Tayler Hill,6,12.52,1280,F
Briann January,14,10.74,3084,F
Mistie Bass,10,14.57,1303,F
Tianna Hawkins,9,13.57,1497,F
Essence Carson,13,11.85,2647,F
Crystal Kelly,3,12.63,451,F
Kara Wolters,4,14.1,561,F
Sandrine Gruda,5,12.84,1000,F
Haixia Zheng,2,20.65,304,F
Shey Peddy,4,15.62,600,F
Tamara Moore,6,12.5,635,F
Coco Miller,12,10.61,2032,F
Myisha Hines-Allen,5,16.9,1061,F
Kelsey Bone,5,12.22,1358,F
Charde Houston,7,14.2,1797,F
Tan White,10,11.68,2595,F
Kristin Folkl,4,15.05,734,F
Simone Edwards,6,13.52,936,F
Jessica Shepard,3,12.83,365,F
Alison Bales,4,15.52,476,F
Adrienne Johnson,6,10.22,1018,F
Coquese Washington,6,9.22,464,F
Charlotte Smith,8,9.76,1412,F
Cathrine Kraayeveld,9,11.72,1937,F
Umeki Webb,3,8.43,343,F
Rebekah Gardner,1,15.9,295,F
Monica Maxwell,4,8.93,448,F
Jayne Appel-Marinelli,7,12.71,886,F
Temeka Johnson,11,12.79,2620,F
Sophie Cunningham,4,10.35,725,F
Damiris Dantas,8,12.85,1550,F
Marissa Coleman,10,10.67,2140,F
Trisha Fallon,2,13.35,399,F
Svetlana Abrosimova,10,13.35,2414,F
Kristen Rasmussen,9,12.46,1215,F
Jessica Breland,9,14.99,1918,F
Helen Darling,10,8.91,1307,F
Diamond DeShields,5,12.5,1883,F
Alexis Hornbuckle,6,8.55,866,F
Sonja Henning,5,8.0,490,F
Shay Murphy,9,13.83,1056,F
Isabelle Harrison,6,15.58,1431,F
Sidney Spencer,5,12.38,707,F
Gordana Grubin,4,13.95,1010,F
Stacey Dales,5,12.98,1377,F
Razija Brcaninovic,1,16.5,272,F
Azura Stevens,5,15.9,1087,F
Layshia Clarendon,9,11.7,1810,F
Amber Holt,5,12.3,962,F
Kelly Mazzante,6,11.45,930,F
Kelsey Mitchell,5,15.16,2428,F
Sylvia Crawley,4,12.53,1050,F
Alicia Thompson,6,12.4,759,F
Alex Bentley,7,12.77,2350,F
Jurgita Streimikyte,3,15.2,553,F
Kara Braxton,10,15.41,2247,F
Carolyn Swords,9,13.02,920,F
Roneeka Hodges,11,11.54,1925,F
Korie Hlede,5,12.14,1186,F
La'Keshia Frett,7,10.71,794,F
Monica Wright,7,9.04,1293,F
Penny Toler,3,14.33,881,F
Pollyanna Johns Kimbrough,6,11.53,435,F
Ruthy Hebard,3,14.07,354,F
Tonya Edwards,4,13.8,1119,F
Sami Whitcomb,6,13.17,1232,F
Imani McGee-Stafford,4,14.15,534,F
Lynetta Kizer,7,12.56,1050,F
Suzie McConnell Serio,3,12.0,521,F
Christi Thomas,6,10.1,786,F
Yolanda Moore,3,4.6,140,F
Vanessa Nygaard,5,10.86,493,F
Tamicha Jackson,7,12.69,1030,F
Erin Thorn,10,11.45,1341,F
Sharon Manning,4,14.7,541,F
Aari McDonald,2,13.15,587,F
Sue Wicks,6,12.32,823,F
Katie Mattera,5,15.54,1000,F
Han Xu,2,15.65,327,F
Kalana Greene,6,10.07,719,F
Moriah Jefferson,6,13.58,1275,F
Hamchetou Maiga-Ba,9,10.46,1451,F
Agnieszka Bibrzycka,2,15.05,520,F
Stacey Lovelace,7,11.89,883,F
Kia Nurse,4,11.18,1335,F
Monique Billings,5,14.36,854,F
Bridgette Gordon,2,9.95,424,F
Polina Tzekova,1,10.4,194,F
Shatori Walker-Kimbrough,6,12.8,924,F
Brittney Sykes,6,14.37,2019,F
Edna Campbell,7,10.56,1143,F
Crystal Dangerfield,3,12.87,759,F
Aneika Henry-Morello,6,11.75,623,F
Devereaux Peters,6,11.65,690,F
Kayte Christensen,6,8.08,463,F
Stephanie White,5,14.62,842,F
Tasha Humphrey,2,14.5,419,F
Brittany Boyd,6,16.68,809,F
Michelle Cleary,2,10.55,61,F
Jennifer Rizzotti,5,9.74,458,F
Betnijah Laney,6,11.78,1378,F
Dominique Canty,13,12.22,2762,F
Annie La Fleur,4,10.03,439,F
Lisa Willis,3,13.0,381,F
Lady Grooms,8,10.56,1117,F
Chelsea Newton,5,10.28,728,F
Rachel Banham,7,10.6,986,F
Astou Ndiaye-Diatta,7,11.37,1226,F
Linda Burgess,4,13.37,518,F
Erica Wheeler,7,12.33,2069,F
Shanna Zolman,4,15.07,926,F
Tiffany Jackson-Jones,9,12.14,1389,F
Jordin Canada,5,13.5,1102,F
Marina Mabrey,4,14.97,1203,F
Suzy Batkovic-Brown,2,11.35,246,F
Kristi Harrower,7,11.64,671,F
Wanda Guyton,2,8.3,173,F
Andrea Lloyd-Curry,2,10.65,289,F
Kisha Ford,5,8.88,440,F
Anna Cruz,3,13.23,456,F
Adrian Williams-Strong,8,12.11,1380,F
Tierra Ruffin-Pratt,8,10.34,1456,F
Nia Coffey,6,6.98,741,F
Laura Macchi,2,14.65,215,F
Tynesha Lewis,6,11.88,568,F
Lexie Brown,5,9.12,667,F
Edwige Lawson-Wade,5,10.5,558,F
Clarisse Machanguana,4,12.75,485,F
Kristen Mann,5,11.68,646,F
Georgia Schweitzer,3,9.13,223,F
Bridget Carleton,3,10.33,454,F
Kayla Alexander,8,13.76,818,F
Bria Hartley,9,12.28,1630,F
Jeanette Pohlen-Mavunga,6,9.93,505,F
Allison Hightower,6,10.53,763,F
Chandi Jones,3,15.03,330,F
Naz Hillmon,1,11.5,150,F
Helen Luz,3,15.77,410,F
Ashley Battle,6,9.3,703,F
Val Whiting-Raymond,3,9.5,303,F
Marine Johannes,2,14.35,377,F
Stephanie Talbot,5,11.28,776,F
Jamie Carey,4,9.08,330,F
Brooke Wyckoff,8,8.33,756,F
Tamara James,2,14.15,224,F
Danielle McCray,2,12.25,334,F
Niele Ivey,5,9.76,408,F
Morgan Tuck,5,9.32,642,F
Cayla George,3,11.53,357,F
Carla Boyd,3,10.77,492,F
Amanda Zahui B.,7,12.39,1228,F
Jessica Moore,7,6.46,633,F
Katie Gearlds,3,12.5,385,F
Tamera Young,12,10.67,2641,F
Amanda Lassiter,6,9.95,919,F
Katie Lou Samuelson,4,11.15,658,F
Bria Holmes,5,10.3,880,F
Victoria Vivians,4,7.65,884,F
Astou Ndour,6,13.55,619,F
Kerri Gardin,4,9.3,389,F
Shalee Lehning,3,8.67,263,F
Kaila Charles,2,10.05,242,F
Felicia Ragland,2,12.5,259,F
DiJonai Carrington,2,8.3,312,F
Kelly Schumacher,8,12.53,1096,F
Jennifer Lacy,10,8.51,1506,F
Kiesha Brown,9,10.83,797,F
Matee Ajavon,10,10.15,2237,F
Scholanda Dorrell,7,9.79,1458,F
Tammy Jackson,6,8.98,403,F
Katrina Colleton,4,6.85,506,F
Jessica Adair,3,16.17,183,F
Charisse Sampson,1,17.0,78,F
Clarissa Dos Santos,2,11.15,220,F
Quanitra Hollingsworth,5,9.84,450,F
Kalani Brown,3,10.6,176,F
Laurie Koehn,5,14.9,336,F
Teana Miller,3,17.23,253,F
Laura Harper,2,13.2,338,F
Lindsay Wisdom-Hylton,4,12.7,397,F
Sydney Colson,8,8.18,570,F
Theresa Plaisance,9,10.18,974,F
Nadine Malcolm,2,10.85,413,F
Vicki Baugh,3,13.87,309,F
Gwen Jackson,3,11.67,437,F
Bella Alarie,2,12.1,140,F
Jenna O'Hea,6,11.52,679,F
Evanthia Maltsi,1,12.4,147,F
Rebecca Allen,7,11.66,901,F
Elena Shakirova,3,20.13,96,F
Rachael Sporn,3,12.0,283,F
Cathy Joens,2,14.15,194,F
Alex Montgomery,8,9.06,902,F
Tora Suber,3,8.53,332,F
Emma Cannon,3,12.83,423,F
Chantelle Anderson,5,9.5,503,F
Stacey Thomas,6,8.77,438,F
Maggie Lucas,3,13.4,311,F
Lynette Woodard,2,12.75,312,F
Bernadette Ngoyisa,4,20.02,502,F
Kayla Pedersen,6,9.15,620,F
Jana Vesela,1,13.4,92,F
Jessie Hicks,6,12.78,705,F
Ashley Robinson,9,6.42,544,F
K.B. Sharp,6,8.6,432,F
Crystal Bradford,2,12.1,252,F
Vicki Hall,3,12.47,258,F
Satou Sabally,3,16.3,549,F
Pamela McGee,2,13.9,488,F
Kristin Haynie,5,10.22,555,F
Nayo Raincock-Ekunwe,2,12.25,221,F
Semeka Randall,4,9.7,716,F
Sydney Wiese,4,8.95,466,F
Nicky McCrimmon,4,11.75,284,F
Julie Allemand,2,11.95,262,F
Markeisha Gatling,3,11.97,308,F
Sandra Van Embricqs,1,10.9,94,F
Avery Warley-Talbert,5,9.8,291,F
Jae Kingi-Cross,3,11.97,217,F
Jennifer Derevjanik,5,6.76,189,F
Raffaella Masciadri,3,7.73,276,F
Nina Bjedov,1,12.3,121,F
Sonja Petrovic,2,10.3,303,F
Ramu Tokashiki,3,10.27,517,F
Trena Trice,2,10.6,155,F
Teresa Edwards,2,11.45,375,F
Sonja Tate,2,10.8,170,F
Veronica Burton,1,10.1,94,F
Maria Vadeeva,2,21.8,208,F
Tiffany Mitchell,7,12.09,1996,F
Vanessa Hayden,5,14.4,827,F
Ayana Walker,5,10.18,353,F
Chennedy Carter,3,16.67,648,F
Nikolina Milic,1,17.8,185,F
Jamierra Faulkner,5,11.0,814,F
Leaonna Odom,2,9.8,177,F
Anete Jekabsone-Zogota,3,9.2,486,F
Kate Starbird,5,10.4,373,F
Bernice Mosby,3,10.67,177,F
Doneeka Lewis,6,6.83,409,F
Maylana Martin,2,8.4,227,F
Coretta Brown,4,9.78,344,F
Shoni Schimmel,3,14.93,560,F
Bethany Donaphin,2,5.65,131,F
Kristy Wallace,1,10.0,190,F
Jordan Hooper,4,9.57,582,F
Amber Jacobs,5,7.38,614,F
Adia Barnes,7,16.67,495,F
Aiysha Smith,2,10.15,219,F
Alaina Coates,4,14.1,247,F
Marianna Tolo,1,10.0,137,F
Jamie Redd,3,14.47,423,F
Trisha Stafford-Odom,2,7.65,121,F
Chantel Tremitiere,4,7.88,438,F
Megan Frazee,2,12.55,183,F
Michele Van Gorp,6,7.9,427,F
Lindsay Allen,5,12.86,431,F
Michelle Edwards,5,12.26,760,F
Kennedy Burke,4,12.9,447,F
Marla Brumfield,3,8.13,186,F
Kate Paye,3,5.63,168,F
Shyra Ely-Gash,6,8.43,693,F
Belinda Snell,6,12.45,509,F
Franthea Price,1,14.2,127,F
Beatrice Mompremier,3,10.7,150,F
Joy Holmes-Harris,1,14.7,91,F
Amber Harris,4,11.38,297,F
Shereka Wright,2,11.15,151,F
Maya Caldwell,1,17.0,98,F
Barbara Farris,10,8.24,1094,F
Briana Gilbreath-Butler,2,9.6,225,F
Cintia dos Santos,3,10.37,335,F
Megan Gustafson,4,12.3,256,F
Chante Black,4,9.52,368,F
Danielle McCulley,2,14.0,203,F
Lucienne Berthieu,3,14.87,129,F
Angie Braziel,3,18.03,202,F
Lynn Pride,4,7.83,425,F
Kelly Faris,4,6.3,233,F
Grace Daley,3,15.43,261,F
Clarissa Davis-Wrightsil,1,18.3,130,F
Gillian Goring,1,17.4,54,F
Reshanda Gray,6,8.9,542,F
Sasha Goodlett,4,10.32,272,F
Fran Harris,2,10.35,175,F
Susanna Bonfiglio,1,15.2,105,F
Heidi Burge,2,12.4,288,F
Kaleena Mosqueda-Lewis,6,8.5,799,F
Kristine Anigwe,4,8.67,193,F
Katy Steding,2,12.15,193,F
Stacy Frese,1,12.5,62,F
Stacy Clinesmith,3,10.03,103,F
Shannon Bobbitt,4,8.03,377,F
Michaela Onyenwere,2,9.15,434,F
La'Tangela Atkinson,4,11.8,176,F
Tiffany Stansbury,2,14.1,136,F
Temi Fagbenle,3,10.8,217,F
Tyasha Harris,3,11.7,458,F
Charli Collier,2,7.25,130,F
Awak Kuier,2,11.2,129,F
Tara Williams,2,15.75,117,F
Alanna Smith,4,7.92,195,F
Nadirah McKenith,2,9.4,94,F
Amy Herrig,3,10.73,280,F
Sandora Irvin,6,9.88,193,F
Andrea Nagy,4,6.6,327,F
Yvonne Turner,4,8.83,529,F
Jamie Cassidy,1,15.5,74,F
Summer Erb,3,12.73,234,F
Tasha Butts,1,7.9,76,F
Erica McCall,5,9.68,355,F
Stephanie Mavunga,3,12.47,149,F
Eugenia Rycraw,1,12.5,46,F
AD Durr,2,11.95,349,F
Linda Frohlich,2,14.35,149,F
Olayinka Sanni,3,7.1,247,F
Keisha Hampton,2,12.05,139,F
Iliana Rupert,1,10.5,65,F
Crystal Smith,3,10.47,351,F
Stella Johnson,2,13.85,58,F
April Sykes,1,11.1,92,F
LaTonya Johnson,7,5.64,687,F
Te'a Cooper,2,10.0,420,F
Tiffany Travis,1,12.6,173,F
Mfon Udoka,1,11.6,80,F
Tia Jackson,1,11.2,74,F
Kylee Shook,2,9.55,251,F
Daedra Charles,1,9.6,64,F
Blake Dietrick,5,5.62,197,F
Michelle Marciniak,3,12.33,381,F
Cierra Burdick,4,10.5,96,F
Edwina Brown,5,8.44,662,F
Olivia Nelson-Ododa,1,10.5,120,F
Tausha Mills,4,8.53,267,F
Slobodanka Tuvic,4,8.57,358,F
DeTrina White,2,11.7,98,F
Lauren Cox,2,11.85,118,F
Angel Robinson,3,10.17,167,F
Oksana Zakaluzhnaya,1,12.6,89,F
Marion Jones,2,7.7,121,F
Sherill Baker,4,19.88,515,F
Brooke Smith,3,10.93,102,F
Cecilia Zandalasini,1,8.0,166,F
Tammi Reiss,2,10.95,359,F
Ewelina Kobryn,3,7.47,215,F
Camille Cooper,2,16.2,53,F
Laura Summerton,2,7.3,93,F
Jennifer Hamson,2,15.9,66,F
Vedrana Grgin-Fonseca,3,7.23,151,F
Rashanda McCants,2,9.15,275,F
Quacy Barnes,4,5.78,296,F
Kim Williams,2,13.9,453,F
Amaya Valdemoro,3,15.73,127,F
Nia Clouden,1,5.8,58,F
Alexis Gray-Lawson,2,7.9,189,F
Shaunzinski Gortman,4,7.25,197,F
Natasha Lacy,5,12.04,347,F
Emily Engstler,1,12.4,181,F
Erica White,2,9.2,123,F
Asia Taylor,5,13.52,169,F
Karlie Samuelson,4,6.85,82,F
Kelley Gibson,4,7.22,166,F
Dana Evans,2,10.45,237,F
Kimberly Beck,1,12.1,17,F
Yelena Leuchanka,4,7.2,207,F
Shaquala Williams,1,9.2,49,F
Rankica Sarenac,1,14.4,64,F
Porsha Phillips,1,8.7,55,F
Toni Young,2,9.35,137,F
Candace Futrell,1,11.4,42,F
Amanda Thompson,2,6.25,47,F
Rachel Jarry,1,7.6,45,F
Jacinta Monroe,1,11.3,36,F
Shanece McKinney,1,10.8,44,F
Andrea Gardner,2,10.85,114,F
Abby Bishop,3,6.23,191,F
Celine Dumerc,1,8.4,93,F
Zane Tamane,1,13.4,29,F
Tricia Bader Binford,5,6.14,135,F
Elisa Aguilar,1,13.3,43,F
Lindsey Yamasaki,2,7.05,68,F
Waltiea Rolle,1,16.4,16,F
Kamiah Smalls,2,8.85,31,F
Marie Gulich,3,7.77,165,F
Pauline Jordan,1,11.0,74,F
DiDi Richards,2,6.3,102,F
Marta Xargay,2,7.25,163,F
Michelle Greco,1,18.1,29,F
Ally Malott,2,9.15,128,F
Nikki Blue,5,7.88,302,F
Megan Mahoney,2,5.5,107,F
Jazmine Jones,2,10.5,375,F
Iciss Tillis,2,10.5,169,F
Carla Thomas,1,11.7,43,F
Alex Harden,2,7.05,106,F
Nyree Roberts,2,11.7,33,F
Jocelyn Penn,2,45.85,90,F
Christy Smith,2,22.25,102,F
Erin Grant,1,9.1,25,F
Stephanie Jones,2,10.5,34,F
Keitha Dickerson,1,7.1,142,F
Katryna Gaither,1,15.3,20,F
Kelly Santos,3,10.7,143,F
Yvonne Anderson,1,10.4,35,F
Carolyn Young,2,12.6,194,F
Courtney Clements,2,4.25,146,F
Sheila Lambert,4,9.5,319,F
Jene Morris,2,8.3,89,F
Octavia Blue,3,5.77,121,F
Toccara Williams,1,10.0,55,F
Khadijah Whittington,2,15.45,55,F
Tonya Massaline,4,9.35,253,F
Ashley Houts,1,7.8,17,F
Victoria Dunlap,2,14.65,72,F
Paige Sauer,2,12.35,22,F
Jennifer O'Neill,1,10.4,29,F
Nadia Colhado,3,6.57,52,F
Christina Wirth,1,7.4,22,F
Sonia Chase,2,7.45,45,F
Jessica Brungo,1,7.7,50,F
Ziomara Morrison,1,9.9,59,F
Ta'Shia Phillips,1,12.4,22,F
Anneli Maley,1,12.9,8,F
Nicole Levandusky,1,15.9,20,F
Kim Smith,2,4.05,107,F
Michelle Campbell,2,5.15,60,F
Raegan Scott,2,11.85,50,F
Claudia Neves,4,9.03,387,F
Keisha Anderson,3,5.5,94,F
Alexis Jones,4,8.23,264,F
Susie Hopson-Shelton,1,25.7,16,F
Ann Strother,3,13.63,83,F
Angel Goodrich,3,8.73,235,F
Mikiah Herbert Harrigan,2,5.0,79,F
Angie Potthoff,1,6.6,127,F
Katie Benzan,1,21.3,18,F
Farhiya Abdi,3,6.53,149,F
Kristi Cirone,1,21.5,7,F
Anna Montanana,1,10.9,35,F
Jennie Simms,2,8.25,102,F
Carla McGhee,3,24.37,137,F
Cindy Blodgett,3,12.9,149,F
Sequoia Holmes,4,7.35,171,F
Carla Cortijo,2,14.7,142,F
Nikki Greene,1,7.1,14,F
Saniya Chong,2,8.1,94,F
Takeisha Lewis,1,13.5,18,F
LaQuanda Barksdale,3,6.27,161,F
