q_id,doc_id,Gender,PlayerName,NumSeasons,AvgPER,CareerPoints
1,515,0,Johnny Austin,1,5.7,23
1,517,0,Dave Bing*,12,17.44,18327
1,518,0,John Block,14,15.39,8620
1,519,0,Nate Bowman,5,9.78,702
1,521,0,Archie Clark,12,17.07,13757
1,522,0,Freddie Crawford,9,11.3,2858
1,523,0,Dave Deutsch,1,2.4,21
1,524,0,Joe Ellis,8,11.8,4623
1,525,0,Hank Finkel,9,11.68,2790
1,526,0,Matt Guokas,17,8.84,5391
1,527,0,Bob Hogsett,1,12.7,16
1,528,0,Lou Hudson,13,17.05,17940
1,529,0,Neil Johnson,4,9.95,798
1,530,0,Toby Kimball,9,11.88,3470
1,531,0,Tommy Kron,3,11.0,1193
1,532,0,Clyde Lee,12,11.87,6204
1,533,0,Freddie Lewis,2,10.9,373
1,534,0,Bob Love,16,13.47,14615
1,535,0,Jack Marin,15,14.43,14251
1,538,0,Erwin Mueller,13,10.52,4967
1,539,0,Dorie Murrey,8,11.59,1914
1,541,0,Cazzie Russell,12,15.47,12377
1,542,0,Dave Schellhase,2,8.6,208
1,543,0,Dick Snyder,15,13.3,12836
1,544,0,Jim Ware,2,6.25,143
1,545,0,Walt Wesley,14,12.2,5282
1,546,0,Bud Acton,1,9.5,77
1,547,0,Cliff Anderson,5,10.42,333
1,549,0,Tyrone Britt,1,9.5,28
1,551,0,Jim Caldwell,1,0.0,0
1,552,0,George Carter,1,21.3,3
1,554,0,Bill Dinwiddie,4,7.4,974
1,555,0,Sonny Dove,2,10.0,174
1,556,0,Ron Filipek,1,13.5,43
1,558,0,Walt Frazier*,13,18.03,15581
1,559,0,Mal Graham,2,6.7,327
1,561,0,Dennis Hamilton,2,13.35,197
1,562,0,Clem Haskins,9,14.84,8743
1,564,0,Phil Jackson*,12,11.86,5428
1,565,0,Johnny Jones,1,9.0,214
1,566,0,Nick Jones,3,10.33,1003
1,567,0,Dave Lattin,2,10.05,506
1,568,0,George Lehmann,2,10.35,213
1,569,0,Bobby Lewis,4,10.85,1481
1,570,0,Paul Long,3,17.3,274
1,571,0,Plummer Lott,2,3.5,147
1,572,0,Ed Manning,6,10.07,1698
1,573,0,Stan McKenzie,9,11.01,3705
1,574,0,Jay Miller,2,0.35,29
1,576,0,George Patterson,1,7.9,120
1,579,0,Bob Rule,12,12.13,8295
1,580,0,Craig Spitzer,1,14.6,18
1,581,0,Al Tucker,8,13.0,3673
1,582,0,Bill Turner,10,8.45,2156
1,584,0,Rick Weitzman,1,5.6,33
1,585,0,Roland West,1,6.8,4
1,586,0,John Wetzel,7,9.43,1215
1,587,0,Ken Wilburn,2,13.05,18
1,589,0,Tom Workman,5,7.54,165
1,590,0,Zaid Abdul-Aziz,14,13.75,4978
1,591,0,Rick Adelman,10,10.96,3898
1,592,0,Bob Allen,1,6.8,48
1,593,0,Harry Barnes,1,2.4,43
1,594,0,Ed Biedenbach,1,2.7,4
1,595,0,Tom Boerwinkle,10,15.55,4596
1,596,0,Jay Carty,1,10.1,76
1,598,0,Dick Cunningham,7,8.99,1012
1,599,0,Fred Foster,10,9.71,4462
1,600,0,Pat Frink,1,7.9,123
1,601,0,Gary Gregor,5,11.72,2905
1,602,0,Al Hairston,2,10.65,91
1,603,0,Shaler Halimon,6,6.68,1845
1,604,0,Skip Harlicka,1,14.8,106
1,605,0,Art Harris,6,8.62,2827
1,606,0,Elvin Hayes*,16,17.29,27313
1,608,0,Bill Hosket,4,14.4,573
1,609,0,Rich Johnson,3,13.9,457
1,611,0,Joe Kennedy,2,3.35,454
1,612,0,Rod Knowles,1,-0.1,9
1,613,0,Stu Lantz,10,12.41,7430
1,614,0,Don May,9,12.86,3792
1,615,0,Otto Moore,13,12.25,6177
1,616,0,Dave Newmark,2,11.95,769
1,617,0,Rich Niemann,4,10.55,220
1,618,0,Barry Orms,1,3.2,181
1,619,0,Charlie Paulk,5,6.96,804
1,620,0,Loy Petersen,2,9.45,199
1,622,0,Craig Raymond,1,7.6,55
1,623,0,Mike Riordan,11,10.1,6884
1,626,0,Greg Smith,17,9.67,5965
1,627,0,John Trapp,7,11.03,2498
1,628,0,Wes Unseld*,13,15.75,10624
1,629,0,Dwight Waller,1,2.3,7
1,630,0,Cliff Williams,1,-3.5,4
1,632,0,Sam Williams,8,12.85,2383
1,634,0,Lucius Allen,12,15.02,10667
1,635,0,Wally Anderzunas,1,8.8,159
1,636,0,John Arthurs,1,11.3,35
1,637,0,Johnny Baum,2,7.7,292
1,638,0,Butch Beard,11,14.24,6222
1,639,0,Fred Carter,12,12.24,10831
1,640,0,Bob Dandridge,13,15.49,15530
1,641,0,Mike Davis,5,14.02,2203
1,642,0,Dick Garrett,7,9.07,3576
1,644,0,Bob Greacen,2,6.3,111
1,645,0,Lamar Green,6,10.33,1863
1,646,0,Connie Hawkins*,9,16.31,9232
1,647,0,Brian Heaney,1,8.3,28
1,648,0,Steve Kuberski,11,10.2,3455
1,649,0,Mike Lynn,2,3.45,126
1,650,0,Willie McCarter,3,8.93,1090
1,651,0,Steve Mix,15,15.23,8705
1,652,0,Grady O'Malley,1,8.6,50
1,653,0,Bud Ogden,2,12.8,257
1,654,0,Bob Portman,4,13.7,1254
1,655,0,Luther Rackley,7,8.87,1593
1,656,0,George Reynolds,1,18.8,21
1,657,0,Rick Roberson,7,12.77,3826
1,658,0,Dave Scholz,1,67.6,2
1,659,0,Bingo Smith,13,13.6,11775
1,660,0,Norm Van,12,13.71,9675
1,662,0,John Warren,5,11.28,1814
1,663,0,Jo Jo,17,11.93,15525
1,664,0,Bernie Williams,2,10.8,890
1,665,0,Lee Winfield,7,12.6,2959
1,666,0,Don Adams,11,9.45,5742
1,667,0,Tiny Archibald*,13,17.05,16481
1,668,0,Bob Arnzen,1,14.5,301
1,669,0,Dennis Awtrey,16,8.91,4023
1,670,0,Moe Barr,1,11.9,61
1,671,0,Tom Black,3,8.03,598
1,672,0,Bob Christian,4,12.4,942
1,673,0,Jimmy Collins,2,11.1,281
1,675,0,Dave Cowens*,11,16.67,13516
1,676,0,Pete Cross,5,7.06,1077
1,677,0,Terry Driscoll,7,9.24,1338
1,678,0,Claude English,1,3.8,27
1,679,0,Greg Fillmore,2,4.9,118
1,680,0,Levi Fontaine,1,12.1,134
1,681,0,Jake Ford,2,14.7,126
1,683,0,Walt Gilmore,1,6.4,58
1,684,0,Spencer Haywood*,14,16.75,16013
1,686,0,Al Henry,2,12.0,194
1,688,0,Greg Howard,2,10.55,312
1,689,0,John Hummer,8,9.62,2595
1,690,0,Greg Hyder,1,8.7,417
1,691,0,George Johnson,26,12.21,9240
1,692,0,John Johnson,16,12.76,12769
1,693,0,Earnie Killum,1,-5.3,1
1,694,0,Ron Knight,2,11.15,472
1,695,0,Sam Lacey,15,13.21,10464
1,696,0,Bob Lanier*,16,21.01,20458
1,697,0,Pete Maravich*,12,17.22,16537
1,698,0,Harvey Marlatt,3,8.23,225
1,699,0,Eddie Mast,3,9.9,283
1,701,0,Larry Mikan,1,8.4,158
1,702,0,Rex Morgan,2,9.7,172
1,703,0,Calvin Murphy*,13,17.67,17949
1,704,0,Ralph Ogden,1,2.5,42
1,705,0,Curtis Perry,10,12.06,5016
1,706,0,Geoff Petrie,6,15.67,9732
1,707,0,Mike Price,3,9.87,391
1,710,0,Mike Silliman,1,8.0,91
1,711,0,Garfield Smith,2,8.25,168
1,712,0,Dave Sorenson,5,11.98,2046
1,713,0,Dennis Stewart,1,24.4,4
1,714,0,Bill Stricker,1,45.1,4
1,716,0,Fred Taylor,4,5.73,472
1,717,0,Joe Thomas,1,4.3,55
1,718,0,Rudy Tomjanovich,11,16.35,13383
1,719,0,John Vallely,4,10.3,527
1,721,0,Bobby Washington,2,14.55,700
1,722,0,Jeff Webb,4,8.32,257
1,723,0,Herb White,1,8.4,90
1,724,0,Milt Williams,3,12.53,236
1,726,0,Marv Winkler,1,11.4,8
1,727,0,Gary Zeller,2,4.45,271
1,728,0,Bill Zopf,1,9.6,118
1,729,0,Odis Allison,1,4.7,67
1,730,0,Vic Bartolome,1,4.4,34
1,731,0,Fred Brown,13,17.02,14018
1,732,0,Austin Carr,12,12.49,10681
1,733,0,Sid Catlett,1,-1.4,6
1,734,0,Phil Chenier,12,12.54,10257
1,735,0,Jim Cleamons,11,12.29,5931
1,736,0,Charlie Davis,5,11.18,1943
1,737,0,Jackie Dinkins,1,13.7,45
1,738,0,Ken Durrett,6,9.87,649
1,740,0,Clarence Glover,1,14.0,65
1,742,0,Fred Hilton,2,11.3,1131
1,743,0,Jake Jones,3,8.9,152
1,744,0,Mo Layton,5,12.24,1826
1,745,0,Stan Love,4,13.35,1550
1,747,0,Jim Marsh,1,8.6,119
1,748,0,Jim McDaniels,5,11.54,967
1,749,0,Gil McGregor,1,6.8,171
1,750,0,Kenny McIntosh,6,7.92,1204
